BOM ID,TYPE,PHX Class,Theoretical QTY,Location,Cycle Count,Date Counted,UOM,Theo' x Actual Variance,Past 30 MO,Past 30 FO,Manufactured-Fulfilled,Received QTY After Actual Count (From Receiving Logs Only) (+),MFG After Actual (-),rank,,,,,,Theoretical QTY,Actual Count,Date Counted,WH Remarks,Variance,Random Count,Date Counted,Subtype
LABL-11.3125x1.625-Crepey-Skin-Cream-Side,Label,A,"1,600.00",,"1,600.00",09/01/24,units,0.00%,0,90,-90,0,0,49,,,,,,1600,"5,500.00",10/07/24,,70.91%,"5,500.00",10/07/24,TA Skincare Cream Labels
LABL-TA-Psoriasis-Side,Label,B,"1,050.00",,"1,050.00",09/01/24,units,0.00%,0,0,0,0,0,143,,,,,,1050,"1,020.00",10/07/24,,-2.94%,"1,020.00",10/07/24,TA Skincare Cream Labels
LABL-TA-Dermatitis-Side,Label,C,"1,500.00",,"1,500.00",09/01/24,units,0.00%,0,0,0,0,0,163,,,,,,1500,"1,680.00",10/07/24,,10.71%,"1,680.00",10/07/24,TA Skincare Cream Labels
TA Skincare Lotion Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABL-TA-Cucumber-Lotion-8oz,Label,A,"1,700.00",,"1,700.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,1700,350,10/07/24,,-385.71%,350,10/07/24,TA Skincare Lotion Labels
LABL-TA-11.313x1.625-Rough-and-Bumpy-Skin-Lotion-8oz,Label,PLC-2024,"1,020.00",,"1,020.00",09/01/24,units,0.00%,0,0,0,0,0,96,,,,,,1020,650,10/07/24,,-56.92%,650,10/07/24,TA Skincare Lotion Labels
TA Skincare Spray Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABL-TA-3.75x4.75-Body-Spray-4oz,Label,A,"7,830.00",,"5,330.00",09/01/24,units,46.90%,3400,3400,0,2500,3400,9,,,,,,4430,"4,200.00",10/07/24,,-86.43%,"5,330.00",8/19/2024,TA Skincare Spray Labels
LABL-TA-5.75x4.75-Acne-Eliminating-Body-Spray-8oz,Label,B,"8,719.00",,"8,719.00",09/01/24,units,0.00%,0,0,0,0,0,70,,,,,,8719,"6,850.00",10/07/24,,-27.28%,"6,850.00",10/07/24,TA Skincare Spray Labels
LABL-TA-3.5x4.75-Alc-Free-Pillow-Spray-4oz,Label,,"2,014.00",,"2,014.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,2014,520,10/07/24,,-287.31%,520,10/07/24,TA Skincare Spray Labels
LABL-TA-5.93x2.37-Acne-Face-Spray-4oz,Label,B,"1,750.00",,"1,750.00",09/01/24,units,0.00%,0,0,0,0,0,93,,,,,,1750,"1,200.00",10/07/24,,-45.83%,"1,200.00",10/07/24,TA Skincare Spray Labels
LABL-TA-3.75x4.75-Toner-4oz,Label,B,615,,615,09/01/24,units,0.00%,0,0,0,0,0,137,,,,,,615,350,10/07/24,,-75.71%,350,10/07/24,TA Skincare Spray Labels
LABL-TA-3.75x4.75-Yoga-Mat-Spray-4oz,Label,B,576,,576,09/01/24,units,0.00%,171,160,11,0,171,99,,,,,,405,250,10/07/24,,-130.40%,250,10/07/24,TA Skincare Spray Labels
LABL-TA-3.75x4.75-Room-Spray-4oz,Label,C,"1,400.00",,"1,400.00",09/01/24,units,0.00%,0,0,0,0,0,158,,,,,,1400,"1,350.00",10/07/24,,-3.70%,"1,350.00",10/07/24,TA Skincare Spray Labels
LABL-TA-3.75x4.75-Sleep-Spray-4oz,Label,C,100,,100,09/01/24,units,0.00%,0,0,0,0,0,141,,,,,,100,280,10/07/24,,64.29%,280,10/07/24,TA Skincare Spray Labels
LABL-TA-5.3x5.2-Sleep-Spray-Lavender-8oz,Label,C,"1,200.00",,"1,200.00",09/01/24,units,0.00%,0,0,0,0,0,175,,,,,,1200,"1,000.00",10/07/24,,-20.00%,"1,000.00",10/07/24,TA Skincare Spray Labels
LABL-TA-5.3125x5.25-Sleep-Spray-16oz,Label,C,748,,748,09/01/24,units,0.00%,129,0,129,0,129,145,,,,,,619,500,10/07/24,,-49.60%,500,10/07/24,TA Skincare Spray Labels
LABL-5.75X5.25-Linen-Spray-Lav-Wrap,Label,B,760,,760,09/01/24,units,0.00%,0,0,0,0,0,80,,,,,,760,650,10/07/24,,-16.92%,650,10/07/24,TA Skincare Spray Labels
LABL-TA-3.75x4.75-Air-Freshener-4oz,Label,C,300,,300,09/01/24,units,0.00%,0,0,0,0,0,,,,,,,300,350,10/07/24,,14.29%,350,10/07/24,TA Skincare Spray Labels
LABL-TA-3.75x4.75-Shower-Spray-4oz,Label,C,250,,250,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,250,290,10/07/24,,13.79%,290,10/07/24,TA Skincare Spray Labels
LABL-TA-3.75x4.75-Shower-Spray-Xtra-Stre-4oz,Label,C,"8,170.00",,"8,170.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,8170,50,10/07/24,,-16240.00%,50,10/07/24,TA Skincare Spray Labels
LABL-TA-Pillow-Spray,Label,A,500,,500,09/01/24,units,0.00%,0,0,0,0,520,44,,,,,,-20,"1,600.00",10/07/24,,68.75%,500,8/19/2024,TA Skincare Spray Labels
LABL-5.75X5-Hair-Growth-Bamb-Wrap,Label,B,133,,133,09/01/24,units,0.00%,80,80,0,0,80,149,,,,,,53,0,10/07/24,,-100.00%,0,10/07/24,TA Skincare Spray Labels
LABL-5.75X5-Hair-Growth-Grape-Wrap,Label,C,800,,800,09/01/24,units,0.00%,0,0,0,0,0,162,,,,,,800,500,10/07/24,,-60.00%,500,10/07/24,TA Skincare Spray Labels
LABL-5.75X5-Hair-Growth-Lav-Wrap,Label,C,893,,893,09/01/24,units,0.00%,0,0,0,0,0,148,,,,,,893,600,10/07/24,,-48.83%,600,10/07/24,TA Skincare Spray Labels
TA Skincare Cleanser Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABL-TA-5.75x4.75-Acne-Exfo-Body-Wash-8oz,Label,B,"2,178.00",,"2,178.00",09/01/24,units,0.00%,0,0,0,0,0,40,,,,,,2178,"2,178.00",10/07/24,,0.00%,"2,178.00",10/07/24,TA Skincare Cleanser Labels
LABL-TA-5.75x4.75-Anti-Aging-Exfo-Body-Wash-8oz,Label,C,"1,000.00",,"1,000.00",09/01/24,units,0.00%,0,50,-50,0,0,127,,,,,,1000,"1,000.00",10/07/24,,0.00%,"1,000.00",10/07/24,TA Skincare Cleanser Labels
LABL-TA-Acne-Eliminating-Face-Cleanser-8oz-HS,CM Packaging-Label,A,"1,385.00",,"1,385.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,1385,"1,385.00",10/07/24,,0.00%,"1,385.00",10/07/24,TA Skincare Cleanser Labels
LABL-TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,CM Packaging-Label,,0,,0,09/01/24,units,0.00%,0,0,0,0,0,206,,,,,,0,0,10/07/24,,0.00%,0,10/07/24,TA Skincare Cleanser Labels
TA Misc Cosmetic Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABL-TA-8.79x1.58-Four-In-One-Acne-Treatment-4oz,Label,B,"1,500.00",,"1,500.00",09/01/24,units,0.00%,0,0,0,0,0,109,,,,,,1500,"1,497.00",10/07/24,,-0.20%,"1,497.00",10/07/24,TA Misc Cosmetic Labels
LABL-TA-3.94x1.625-Deep-Wrinkle-Serum-1oz,Label,,0,,0,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,0,0,10/07/24,,0.00%,0,10/07/24,TA Misc Cosmetic Labels
LABL-TA-7.5X3-Hair-Savior-60-caps,Label,C,485,,485,09/01/24,units,0.00%,0,0,0,0,0,152,,,,,,485,700,10/07/24,,30.71%,700,10/07/24,TA Misc Cosmetic Labels
LABL-TA-5.75x4.75-After-Shave-Razor-Bump-8oz,Label,PLC-2024,"1,020.00",,"1,020.00",09/01/24,units,0.00%,0,0,0,0,0,140,,,,,,1020,"1,020.00",10/07/24,,0.00%,"1,020.00",10/07/24,TA Misc Cosmetic Labels
LABL-TA-3.75x3-Acne-Patches,Label,B,"8,919.00",,"8,919.00",09/01/24,units,0.00%,0,0,0,0,0,70,,,,,,8919,"7,035.00",10/07/24,,-26.78%,"7,035.00",10/07/24,TA Misc Cosmetic Labels
LABL-TA-3.75x3-2Step-Cystic-Face-Wash-Bundle,Label,C,0,,0,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,0,0,10/07/24,,0.00%,0,10/07/24,TA Misc Cosmetic Labels
LABL-TA-3.75x3-TA-2StepAcneKit-FCreamFWash3.4oz,Label,C,"1,053.00",,"1,053.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,1053,"1,053.00",10/07/24,,0.00%,"1,053.00",10/07/24,TA Misc Cosmetic Labels
LABL-TA-3.75x3-5StepAcneKit,Label,C,900,,900,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,900,900,10/07/24,,0.00%,900,10/07/24,TA Misc Cosmetic Labels
LABL-5.5x2-Skin-Savior-60,Label,,515,,515,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,515,515,10/07/24,,0.00%,515,10/07/24,TA Misc Cosmetic Labels
LABL-10.5905x1.6418-TA-Four-In-One-Acne-Treatment-8oz,Label,C,"4,930.00",,"4,930.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,4930,"2,295.00",10/07/24,,-114.81%,"2,295.00",10/07/24,TA Misc Cosmetic Labels
Alternative Labels for CM Cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABL-TA-Acne-Eliminating-Face-Cleanser-8oz-HS,CM Packaging-Label,A,"1,385.00",,"1,385.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,1385,"1,385.00",10/07/24,,0.00%,"1,385.00",10/07/24,TA Alternative Labels for CM Cosmetics
LABL-TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,CM Packaging-Label,,0,,0,09/01/24,units,0.00%,0,0,0,0,0,206,,,,,,0,0,10/07/24,,0.00%,0,10/07/24,TA Alternative Labels for CM Cosmetics
LABL-TA-5.8x0.625-Milia-Spot-Treatment-0.5oz,Label,C,"4,470.00",,"4,470.00",09/01/24,units,0.00%,0,0,0,0,0,112,,,,,,4470,"4,020.00",10/07/24,,-9.02%,"4,020.00",10/07/24,TA Alternative Labels for CM Cosmetics
LABL-TA-5.8x0.625-Cystic-Acne-Spot-0.5oz-Covalence,CM Packaging-Label,C,"1,880.00",,"1,880.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,1880,800,10/07/24,,-135.00%,800,10/07/24,TA Alternative Labels for CM Cosmetics
Ayadara Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABL-AY-Charcoal-To-Sparkle-Acne-Wash-3.4oz-HS,CM Packaging-Label,C,400,,400,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,400,400,10/07/24,,0.00%,400,10/07/24,Ayadara Labels
LABL-AY-Charcoal-To-Sparkle-Acne-Wash-8oz-HS,CM Packaging-Label,C,"2,540.00",,"2,540.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,2540,"2,540.00",10/07/24,,0.00%,"2,540.00",10/07/24,Ayadara Labels
LABL-AY-6.125x0.5625-Warrior-2-Spot-Jar,Label,B,"3,000.00",,"3,000.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,3000,"1,510.00",10/07/24,,-98.68%,"1,510.00",10/07/24,Ayadara Labels
LABL-AY-6.125x0.5625-Warrior-1-Spot-Jar,Label,B,649,,649,09/01/24,units,0.00%,0,0,0,0,0,72,,,,,,649,"1,500.00",10/07/24,,56.73%,"1,500.00",10/07/24,Ayadara Labels
LABL-AY-3.75x3-Warrior-One-Front,Label,B,250,,250,09/01/24,units,0.00%,0,0,0,0,0,72,,,,,,250,100,10/07/24,,-150.00%,100,10/07/24,Ayadara Labels
LABL-AY-3.75x3-Warrior-Two-Front,Label,B,700,,700,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,700,750,10/07/24,,6.67%,750,10/07/24,Ayadara Labels
LABL-AY-3.75x4.75-Day-Night-Acne-Kit-Front,Label,B,500,,500,09/01/24,units,0.00%,0,0,0,0,0,82,,,,,,500,500,10/07/24,,0.00%,500,10/07/24,Ayadara Labels
LABL-AY-3.75x4.75-Day-Night-Acne-Kit-Back,Label,B,500,,500,09/01/24,units,0.00%,0,0,0,0,0,82,,,,,,500,500,10/07/24,,0.00%,500,10/07/24,Ayadara Labels
LABL-AY-Crepe-Repair-Side,Label,A,"12,597.00",,"12,597.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,12597,"9,200.00",10/07/24,,-36.92%,"9,200.00",10/07/24,Ayadara Labels
LABL-AY-Scars-No-More-Side,Label,B,"1,500.00",,"1,500.00",09/01/24,units,0.00%,0,0,0,0,0,89,,,,,,1500,"1,233.00",10/07/24,,-21.65%,"1,233.00",10/07/24,Ayadara Labels
LABL-1.25x7.125-Breakout-Warrior-Acne-Cream-Side,Label,B,"2,054.00",,"2,054.00",09/01/24,units,0.00%,0,0,0,0,0,82,,,,,,2054,"1,728.00",10/07/24,,-18.87%,"1,728.00",10/07/24,Ayadara Labels
LABL-AY-7.125x3-Bootylicious-8oz,Label,B,"2,789.00",,"2,789.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,2789,"2,428.00",10/07/24,,-14.87%,"2,428.00",10/07/24,Ayadara Labels
LABL-AY-Celestial-Body-Acne-Body-Lotion-8oz,Label,C,"1,030.00",,"1,030.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,1030,220,10/07/24,,-368.18%,220,10/07/24,Ayadara Labels
LABL-8.79x1.58-AY-Exfoliate-Bad-Vibes-Acne-Scrub-4oz,Label,C,400,,400,09/01/24,units,0.00%,0,0,0,0,120,144,,,,,,280,80,10/07/24,,-400.00%,80,10/07/24,Ayadara Labels
LABL-10.5905x1.6418-AY-Stardust-Sulfur-Scrub-8oz,Label,C,515,,515,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,515,292,10/07/24,,-76.37%,292,10/07/24,Ayadara Labels
LABEL-AY-Namaste-In-Bed-Sleep-Spray-8oz,Label,C,867,,867,09/01/24,units,0.00%,0,0,0,0,0,121,,,,,,867,760,10/07/24,,-14.08%,760,10/07/24,Ayadara Labels
LABL-AY-Acne-Face-Spray-4oz,Label,,400,,400,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,400,400,10/07/24,,0.00%,400,10/07/24,Ayadara Labels
LABL-AY-Wild-God-Toner-4oz,Label,C,"2,400.00",,"2,400.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,2400,"2,400.00",10/07/24,,0.00%,"2,400.00",10/07/24,Ayadara Labels
LABL-AY-Clear-Sleep-Pillow-Mist-4oz,Label,,"1,537.00",,"1,537.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,1537,"1,537.00",10/07/24,,0.00%,"1,537.00",10/07/24,Ayadara Labels
LABL-AY-3.75x4.75-Yoga-Mat-Spray-4oz,Label,C,984,,984,09/01/24,units,0.00%,0,0,0,0,0,111,,,,,,984,"1,141.00",10/07/24,,13.76%,"1,141.00",10/07/24,Ayadara Labels
LABL-AY-5.75x4.75-Boho-Body-Wash-Side-8oz,Label,C,"1,320.00",,"1,320.00",09/01/24,units,0.00%,0,0,0,0,0,156,,,,,,1320,"1,277.00",10/07/24,,-3.37%,"1,320.00",8/19/2024,Ayadara Labels
LABL-AY-5.25x5.75-Shower-Spray-Euc-8oz,Label,C,400,,400,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,400,400,10/07/24,,0.00%,400,10/07/24,Ayadara Labels
LABL-AY-7.5X3-Hair-Savior-60-caps,Label,B,200,,200,09/01/24,units,0.00%,0,0,0,0,0,77,,,,,,200,200,10/07/24,,0.00%,200,10/07/24,Ayadara Labels
LABL-AY-3.75x4.75-Body-Spray-4oz,Label,B,"3,900.00",,"3,900.00",09/01/24,units,0.00%,0,0,0,0,0,25,,,,,,3900,"3,900.00",10/07/24,,0.00%,"3,900.00",8/19/2024,Ayadara Labels
LABL-5.3125X5.25-AY-Reverse-Warrior-Body-Spray-8oz,Label,C,"3,173.00",,"3,173.00",09/01/24,units,0.00%,0,0,0,0,0,187,,,,,,3173,"1,500.00",10/07/24,,-111.53%,"1,500.00",10/07/24,Ayadara Labels
LABEL AY-Here-Comes-The-Sun-Room-Spray 4oz,Label,C,434,,434,09/01/24,units,0.00%,0,0,0,0,0,87,,,,,,434,484,10/07/24,,10.33%,434,8/19/2024,Ayadara Labels
LABL-AY-7.5x5.5-Here-Comes-The-Sun-Room-Spray-16oz,Label,C,"2,900.00",,"2,900.00",09/01/24,units,0.00%,0,0,0,0,43,174,,,,,,2857,"2,575.00",10/07/24,,-12.62%,"2,575.00",10/07/24,Ayadara Labels
LABL-AY-0.625x6.188-Salicylic-Acid-Spot-0.5oz-PLSF,Label,PLC-2024,0,,,,units,0.00%,0,0,0,0,0,240,,,,,,0,"1,080.00",10/07/24,,100.00%,"1,080.00",10/07/24,Ayadara Labels
LABL-AY-1.25x7.125-Salicylic-Acid-Acne-Face-Cream-2oz-PLSF,Label,PLC-2024,0,,,,units,0.00%,0,0,0,0,0,240,,,,,,0,"1,100.00",10/07/24,,100.00%,"1,100.00",10/07/24,Ayadara Labels
LABL-AY-Sulfur-Bentonite-Clay-Face-Scrub-4oz-PLSF,Label,PLC-2024,0,,,,units,0.00%,0,0,0,0,0,240,,,,,,0,,10/07/24,,0.00%,,10/07/24,Ayadara Labels
Promo Stickers,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABL-NS-1.5X1.5-25OFF,Label,,0,,0,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,0,0,10/07/24,,0.00%,0,10/07/24,Promo Stickers
LABL-WHYZ-1.5X1.5-25OFF,Label,,0,,0,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,0,0,10/07/24,,0.00%,0,10/07/24,Promo Stickers
LABL-PS-1.5X1.5-25OFF,Label,,0,,0,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,0,0,10/07/24,,0.00%,0,10/07/24,Promo Stickers
LABL-TH-1.5X1.5-25OFF,Label,,0,,0,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,0,0,10/07/24,,0.00%,0,10/07/24,Promo Stickers
LABL-TA-1.5X1.5-25OFF,Label,,"2,000.00",,"2,000.00",09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,2000,"1,000.00",10/07/24,,-100.00%,"1,000.00",10/07/24,Promo Stickers
LABL-AY-1.5X1.5-25OFF,Label,,400,,400,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,400,300,10/07/24,,-33.33%,300,10/07/24,Promo Stickers
INSRT-CYSTIC-3.5X2-INFOCARD,Label,,800,,800,09/01/24,units,0.00%,0,0,0,0,0,240,,,,,,800,"1,000.00",10/07/24,,20.00%,"1,000.00",10/07/24,Promo Stickers
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,